outcome,group,year,event_time,att,se,ci_low,ci_high
y,2012,2006,-6,0.04874803420125224,0.1259390890252251,-0.19809258028818896,0.29558864869069346
y,2012,2007,-5,-0.11009288012651386,0.12981013214787943,-0.3645207391363575,0.1443349788833298
y,2012,2008,-4,0.006754679249353187,0.07358103636635742,-0.13746415202870735,0.15097351052741373
y,2012,2009,-3,-0.013477673299989834,0.06172660263723331,-0.13446181446896713,0.10750646786898746
y,2012,2010,-2,0.05124526699276027,0.06420902118091955,-0.07460441452184205,0.1770949485073626
y,2012,2011,-1,-0.06695915857132723,0.05437996810373826,-0.1735438960546542,0.03962557891199976
y,2012,2012,0,2.4773484182448473,0.05582047155499245,2.367940293997062,2.5867565424926324
y,2012,2013,1,2.53144350910197,0.05802644798816217,2.417711671045172,2.6451753471587676
y,2012,2014,2,2.516023371056492,0.050149188156904154,2.41773096226896,2.614315779844024
y,2012,2015,3,2.546244716378446,0.07516566209561155,2.3989200186710473,2.693569414085845
y,2012,2016,4,2.4879263532294082,0.0712833938375871,2.3482109013077377,2.627641805151079
y,2012,2017,5,2.516583540553177,0.09625426947635479,2.327925172379522,2.7052419087268325
y,2012,2018,6,2.5582262833667544,0.0715190023578156,2.4180490387454356,2.698403527988073
y,2012,2019,7,2.5614345448387734,0.07941596713468077,2.405779249254799,2.717089840422748
y,2012,2020,8,2.4695739456064514,0.09065905456575434,2.291882198657573,2.64726569255533
y,2012,2021,9,2.6262391342015534,0.09301887066665418,2.443922147694911,2.8085561207081957
y,2012,2022,10,2.630521736044177,0.13630807700786535,2.363357905108761,2.897685566979593
y,2012,2023,11,2.4428611212623053,0.2087990432154825,2.0336149965599595,2.852107245964651
y,2013,2006,-7,-0.01671421444510631,0.14050173870848792,-0.2920976223137426,0.25866919342353
y,2013,2007,-6,-0.04470187871088554,0.11289698724793368,-0.2659799737168355,0.17657621629506445
y,2013,2008,-5,-0.016971023798945994,0.08424364236391721,-0.18208856283222372,0.14814651523433173
y,2013,2009,-4,0.049009662668418386,0.061039796523536194,-0.07062833851771255,0.16864766385454932
y,2013,2010,-3,0.0047891140467451404,0.0708179157171597,-0.13401400075888786,0.14359222885237816
y,2013,2011,-2,-0.09063121655672846,0.0372248211578338,-0.16359186602608272,-0.017670567087374203
y,2013,2012,-1,0.08032397892089183,0.051765677774940386,-0.021136749517991327,0.18178470735977498
y,2013,2013,0,2.9999807948731116,0.06443274073210709,2.8736926230381816,3.1262689667080417
y,2013,2014,1,3.014814324977239,0.06487104647276482,2.88766707389062,3.1419615760638577
y,2013,2015,2,3.0232990536884095,0.061249408672461404,2.903250212690385,3.1433478946864337
y,2013,2016,3,2.93056634124323,0.06360702103129265,2.8058965800218965,3.0552361024645633
y,2013,2017,4,2.8938523635879085,0.0731836638269002,2.750412382487184,3.037292344688633
y,2013,2018,5,2.8676665225193827,0.07840702519272337,2.7139887531416447,3.0213442918971207
y,2013,2019,6,2.9217654122254886,0.08006658437285646,2.76483490685469,3.078695917596287
y,2013,2020,7,2.843801334557212,0.06999339162074417,2.7066142869805536,2.9809883821338707
y,2013,2021,8,2.884120551370718,0.09353943337567777,2.7007832619543897,3.0674578407870468
y,2013,2022,9,2.8851944288298346,0.11340366899688054,2.662923237595949,3.1074656200637203
y,2013,2023,10,3.1541491806068307,0.18032477049179774,2.800712630442907,3.5075857307707543
y,2014,2006,-8,0.14709332472528067,0.16142065575506184,-0.16929116055464052,0.46347781000520183
y,2014,2007,-7,-0.23830954519946854,0.10412784375285598,-0.44240011895506626,-0.034218971443870816
y,2014,2008,-6,0.027927559832057965,0.0664922224734373,-0.10239719621587914,0.15825231587999508
y,2014,2009,-5,0.03048546373901445,0.055437152443039005,-0.078171355049342,0.1391422825273709
y,2014,2010,-4,-0.06424620649970286,0.053943932704873084,-0.16997631460125412,0.04148390160184838
y,2014,2011,-3,0.0152714119570892,0.05589799568529713,-0.09428865958609317,0.12483148350027157
y,2014,2012,-2,0.0010442603095622523,0.056398002165669515,-0.10949582393514999,0.1115843445542745
y,2014,2013,-1,0.014753518288421,0.05829946452109449,-0.09951343217292419,0.1290204687497662
y,2014,2014,0,3.4500559951685186,0.0468525660963131,3.358224965619745,3.541887024717292
y,2014,2015,1,3.4276702319660233,0.060111527208249034,3.309851638637855,3.5454888252941914
y,2014,2016,2,3.459094994921286,0.05754560901353871,3.34630560125475,3.571884388587822
y,2014,2017,3,3.4621177598857535,0.06247866190218824,3.3396595825574646,3.5845759372140424
y,2014,2018,4,3.503677510337492,0.07029553649734034,3.365898258802705,3.641456761872279
y,2014,2019,5,3.4911215305320815,0.06936216383191936,3.3551716894215198,3.6270713716426433
y,2014,2020,6,3.4922533133087215,0.08563427721340726,3.324410129970443,3.6600964966469998
y,2014,2021,7,3.479731517670939,0.10659417358093444,3.2708069374523077,3.6886560978895706
y,2014,2022,8,3.411930737864191,0.14389044525932393,3.129905465155916,3.693956010572466
y,2014,2023,9,3.445322708348044,0.17937802030312827,3.093741788553913,3.7969036281421755
y,2015,2006,-9,0.12767621941868662,0.14043045025627443,-0.14756746308361124,0.4029199019209845
y,2015,2007,-8,0.029463715284801087,0.10184574759865261,-0.17015395000855804,0.2290813805781602
y,2015,2008,-7,0.07077637825531334,0.07573775941143643,-0.07766963019110205,0.21922238670172872
y,2015,2009,-6,-0.13721435138333374,0.0863414154182789,-0.30644352560316035,0.0320148228364929
y,2015,2010,-5,0.08383263149078692,0.06308818666324793,-0.03982021436917903,0.20748547735075284
y,2015,2011,-4,-0.0017779055590335234,0.06713192505248929,-0.1333564786619125,0.12980066754384548
y,2015,2012,-3,0.050178566378480984,0.05903044958197067,-0.06552111480218153,0.1658782475591435
y,2015,2013,-2,0.02471674139883348,0.053504997624567716,-0.08015305394531924,0.1295865367429862
y,2015,2014,-1,-0.09054285725630994,0.05455527726982234,-0.19747120070516172,0.016385486192541848
y,2015,2015,0,3.992194451764259,0.05034287076595543,3.893522425062986,4.090866478465531
y,2015,2016,1,4.033993796472123,0.058528307403361526,3.919278313961534,4.148709278982711
y,2015,2017,2,4.069690732757255,0.05355819825725311,3.9647166641730394,4.174664801341471
y,2015,2018,3,4.002877137460953,0.06364283940042803,3.8781371722361135,4.127617102685791
y,2015,2019,4,4.086488770813672,0.07563627435266398,3.9382416730824503,4.2347358685448935
y,2015,2020,5,3.9770513418374263,0.10029193436929167,3.7804791504736146,4.173623533201238
y,2015,2021,6,4.087804605841946,0.10382297077654927,3.884311583119909,4.291297628563982
y,2015,2022,7,4.101172773466979,0.1337711655506946,3.838981288987618,4.3633642579463405
y,2015,2023,8,3.922822650186792,0.1947382273937804,3.5411357244949824,4.304509575878601
y,2016,2006,-10,0.13055420084372713,0.14908690269813035,-0.1616561284446084,0.4227645301320626
y,2016,2007,-9,-0.17509073514106194,0.08528941811335931,-0.3422579946432462,-0.007923475638877686
y,2016,2008,-8,0.060527803836160333,0.12535589121945892,-0.18516974295397914,0.3062253506262998
y,2016,2009,-7,-0.06472825504108387,0.07679825821630112,-0.21525284114503407,0.08579633106286633
y,2016,2010,-6,-0.0630933070648833,0.06345592428649706,-0.18746691866641751,0.06128030453665094
y,2016,2011,-5,-0.019187327752252487,0.04613622733905067,-0.1096143333367918,0.07123967783228682
y,2016,2012,-4,0.12111628549388122,0.053763286782219255,0.015740243400731477,0.22649232758703097
y,2016,2013,-3,0.04242788838248303,0.05392234166559749,-0.06325990128208805,0.1481156780470541
y,2016,2014,-2,-0.07734433107180323,0.05202569091346089,-0.17931468526218658,0.024626023118580115
y,2016,2015,-1,-0.011244861940006406,0.04741388205117998,-0.10417607076031916,0.08168634688030636
y,2016,2016,0,4.57273690367189,0.05792588363875904,4.459202171739922,4.686271635603858
y,2016,2017,1,4.4955114840708905,0.06423411489021216,4.369612618886075,4.621410349255706
y,2016,2018,2,4.457995774613333,0.06581566715917046,4.3289970669813584,4.5869944822453075
y,2016,2019,3,4.546632630506052,0.08053801042891427,4.388778130065379,4.704487130946724
y,2016,2020,4,4.522080798971248,0.0658424779579257,4.393029542173714,4.651132055768782
y,2016,2021,5,4.641059096094496,0.09205692796576061,4.460627517281606,4.821490674907387
y,2016,2022,6,4.52264248728098,0.14295384722927398,4.2424529467116034,4.802832027850357
y,2016,2023,7,4.438499057020062,0.1494614361304275,4.145554642204424,4.7314434718357
y,2017,2006,-11,0.23747742668246,0.20759579429316097,-0.1694103301321355,0.6443651834970555
y,2017,2007,-10,0.04935843712201628,0.10390464455750532,-0.15429466621069415,0.25301154045472674
y,2017,2008,-9,-0.08221410660817108,0.11317599137238384,-0.3040390496980434,0.13961083648170122
y,2017,2009,-8,0.03487539717180993,0.10149106072282511,-0.16404708184492728,0.23379787618854714
y,2017,2010,-7,-0.017835809154560456,0.11250737383275987,-0.2383502618667698,0.2026786435576489
y,2017,2011,-6,-0.037633100567020406,0.06656810525194588,-0.16810658686083432,0.09284038572679351
y,2017,2012,-5,0.053369017732574846,0.08062461446378631,-0.10465522661644633,0.21139326208159603
y,2017,2013,-4,-0.03882498587225917,0.07272221345969021,-0.18136052425325197,0.10371055250873365
y,2017,2014,-3,-0.0055149712892056885,0.07618677740922578,-0.15484105501128823,0.14381111243287684
y,2017,2015,-2,0.021006574024675793,0.05550759549423468,-0.08778831314402419,0.12980146119337577
y,2017,2016,-1,-0.07745415526485418,0.050090313795080596,-0.17563117030321213,0.020722859773503785
y,2017,2017,0,5.022264760057443,0.05868626001404824,4.9072396904299085,5.137289829684977
y,2017,2018,1,5.014750581681309,0.05903987521877418,4.899032426252512,5.130468737110106
y,2017,2019,2,5.01851158142885,0.07402505114360831,4.873422481187378,5.163600681670323
y,2017,2020,3,4.998231715049244,0.06475919224867907,4.871303698241833,5.125159731856655
y,2017,2021,4,5.0965160631883935,0.08115215606622163,4.937457837298599,5.255574289078188
y,2017,2022,5,5.126074093909872,0.11802882727266907,4.89473759245544,5.357410595364303
y,2017,2023,6,5.242115098214368,0.16931853344919007,4.9102507726539555,5.573979423774781
y,2018,2006,-12,-0.09015245529403576,0.17940788267773417,-0.4417919053423947,0.2614869947543232
y,2018,2007,-11,-0.043390942455517854,0.09338933410491611,-0.22643403730115344,0.13965215239011772
y,2018,2008,-10,0.0306494040210869,0.07861557140190761,-0.12343711592665202,0.18473592396882582
y,2018,2009,-9,0.06414528121859263,0.06605416884437111,-0.06532088971637474,0.19361145215356002
y,2018,2010,-8,-0.001061873610212251,0.06556119421705049,-0.1295618142756312,0.1274380670552067
y,2018,2011,-7,0.0023780654151976137,0.05980236669212514,-0.11483457330136766,0.11959070413176288
y,2018,2012,-6,-0.025206896803104013,0.07067981089539449,-0.1637393261580772,0.1133255325518692
y,2018,2013,-5,-0.08285055251104761,0.06345862081407919,-0.20722944930664283,0.04152834428454759
y,2018,2014,-4,0.02556055886705586,0.052700670451561724,-0.07773275521800513,0.12885387295211684
y,2018,2015,-3,-0.02735968437646235,0.06284379005696224,-0.15053351288810835,0.09581414413518363
y,2018,2016,-2,0.028478161236089528,0.04771995432044551,-0.06505294923198368,0.12200927170416273
y,2018,2017,-1,-0.07044546459240991,0.04946329941734965,-0.16739353145041524,0.026502602265595407
y,2018,2018,0,5.534313663471242,0.04860025990197909,5.439057154063363,5.629570172879122
y,2018,2019,1,5.508723778078492,0.04762908686111837,5.4153707678307,5.6020767883262845
y,2018,2020,2,5.547667569926166,0.05178037029118251,5.446178044155449,5.649157095696884
y,2018,2021,3,5.549745263874266,0.06595206877619565,5.420479209072923,5.6790113186756095
y,2018,2022,4,5.56452057145367,0.08450785050083023,5.398885184472043,5.730155958435297
y,2018,2023,5,5.674882000690667,0.12331575157596039,5.433183127601785,5.91658087377955
