personal_id,business_id,year,first_treat,treated,post,tenure_at_entry,true_att,y
20,2,2008,0,0,0,0,0.0,1.48482
20,2,2009,0,0,0,0,0.0,0.36761
20,2,2010,0,0,0,0,0.0,1.207348
20,2,2011,0,0,0,0,0.0,3.673618
20,2,2012,0,0,0,0,0.0,0.306934
20,2,2013,0,0,0,0,0.0,3.047056
20,2,2014,0,0,0,0,0.0,2.964197
20,2,2015,0,0,0,0,0.0,1.20487
20,2,2016,0,0,0,0,0.0,1.81005
20,2,2017,0,0,0,0,0.0,3.208854
20,2,2018,0,0,0,0,0.0,0.987559
20,2,2019,0,0,0,0,0.0,1.282544
20,2,2020,0,0,0,0,0.0,0.704554
20,2,2021,0,0,0,0,0.0,0.646587
21,2,2005,0,0,0,0,0.0,-0.584608
21,2,2006,0,0,0,0,0.0,1.431858
21,2,2007,0,0,0,0,0.0,1.159672
21,2,2008,0,0,0,0,0.0,1.54539
21,2,2009,0,0,0,0,0.0,0.442436
21,2,2010,0,0,0,0,0.0,1.233833
21,2,2011,0,0,0,0,0.0,-1.155797
22,2,2006,0,0,0,0,0.0,1.225444
22,2,2007,0,0,0,0,0.0,-1.751329
22,2,2008,0,0,0,0,0.0,-0.426426
22,2,2009,0,0,0,0,0.0,0.586039
22,2,2010,0,0,0,0,0.0,0.269935
22,2,2011,0,0,0,0,0.0,0.823257
22,2,2012,0,0,0,0,0.0,-1.824515
22,2,2013,0,0,0,0,0.0,1.580055
23,2,2007,0,0,0,0,0.0,1.426722
23,2,2008,0,0,0,0,0.0,1.788999
23,2,2009,0,0,0,0,0.0,1.652477
23,2,2010,0,0,0,0,0.0,3.182318
23,2,2011,0,0,0,0,0.0,2.835813
23,2,2012,0,0,0,0,0.0,2.370342
23,2,2013,0,0,0,0,0.0,0.966222
23,2,2014,0,0,0,0,0.0,1.620682
23,2,2015,0,0,0,0,0.0,3.622151
23,2,2016,0,0,0,0,0.0,2.033379
23,2,2017,0,0,0,0,0.0,4.550382
23,2,2018,0,0,0,0,0.0,2.4106
23,2,2019,0,0,0,0,0.0,2.328769
23,2,2020,0,0,0,0,0.0,1.627713
24,2,2006,0,0,0,0,0.0,1.568824
24,2,2007,0,0,0,0,0.0,-0.093512
24,2,2008,0,0,0,0,0.0,1.242295
24,2,2009,0,0,0,0,0.0,1.122854
24,2,2010,0,0,0,0,0.0,1.146479
24,2,2011,0,0,0,0,0.0,1.270824
24,2,2012,0,0,0,0,0.0,1.908427
24,2,2013,0,0,0,0,0.0,0.64957
24,2,2014,0,0,0,0,0.0,-0.224794
25,2,2007,0,0,0,0,0.0,1.867832
25,2,2008,0,0,0,0,0.0,4.148173
25,2,2009,0,0,0,0,0.0,4.687835
25,2,2010,0,0,0,0,0.0,3.489391
25,2,2011,0,0,0,0,0.0,3.10695
25,2,2012,0,0,0,0,0.0,4.141617
25,2,2013,0,0,0,0,0.0,3.229597
25,2,2014,0,0,0,0,0.0,3.66582
25,2,2015,0,0,0,0,0.0,4.192088
25,2,2016,0,0,0,0,0.0,2.684908
26,2,2005,0,0,0,0,0.0,2.992923
26,2,2006,0,0,0,0,0.0,2.700021
26,2,2007,0,0,0,0,0.0,1.113403
26,2,2008,0,0,0,0,0.0,5.619755
26,2,2009,0,0,0,0,0.0,3.598018
26,2,2010,0,0,0,0,0.0,0.646149
26,2,2011,0,0,0,0,0.0,1.525883
26,2,2012,0,0,0,0,0.0,2.990616
26,2,2013,0,0,0,0,0.0,1.556632
26,2,2014,0,0,0,0,0.0,2.586275
26,2,2015,0,0,0,0,0.0,3.657485
27,2,2007,0,0,0,0,0.0,-2.30302
27,2,2008,0,0,0,0,0.0,-2.359452
27,2,2009,0,0,0,0,0.0,-0.96906
27,2,2010,0,0,0,0,0.0,-2.595566
27,2,2011,0,0,0,0,0.0,-3.994764
27,2,2012,0,0,0,0,0.0,-1.065195
27,2,2013,0,0,0,0,0.0,-0.880312
27,2,2014,0,0,0,0,0.0,-4.161343
28,2,2006,0,0,0,0,0.0,0.423569
28,2,2007,0,0,0,0,0.0,0.926859
28,2,2008,0,0,0,0,0.0,2.81021
28,2,2009,0,0,0,0,0.0,0.532507
28,2,2010,0,0,0,0,0.0,-1.051763
28,2,2011,0,0,0,0,0.0,-0.22163
28,2,2012,0,0,0,0,0.0,1.358658
28,2,2013,0,0,0,0,0.0,1.350058
28,2,2014,0,0,0,0,0.0,-0.242348
28,2,2015,0,0,0,0,0.0,2.673219
28,2,2016,0,0,0,0,0.0,1.982935
28,2,2017,0,0,0,0,0.0,0.24104
28,2,2018,0,0,0,0,0.0,0.016985
28,2,2019,0,0,0,0,0.0,0.286885
28,2,2020,0,0,0,0,0.0,0.17249
28,2,2021,0,0,0,0,0.0,2.00547
29,2,2006,0,0,0,0,0.0,1.884574
29,2,2007,0,0,0,0,0.0,2.25824
29,2,2008,0,0,0,0,0.0,1.916722
29,2,2009,0,0,0,0,0.0,0.947888
29,2,2010,0,0,0,0,0.0,2.884957
29,2,2011,0,0,0,0,0.0,1.158776
29,2,2012,0,0,0,0,0.0,2.37077
29,2,2013,0,0,0,0,0.0,2.551656
29,2,2014,0,0,0,0,0.0,1.638123
29,2,2015,0,0,0,0,0.0,1.965662
30,2,2007,0,0,0,0,0.0,0.436784
30,2,2008,0,0,0,0,0.0,1.060691
30,2,2009,0,0,0,0,0.0,1.69384
30,2,2010,0,0,0,0,0.0,-0.618658
30,2,2011,0,0,0,0,0.0,0.841892
30,2,2012,0,0,0,0,0.0,0.659923
30,2,2013,0,0,0,0,0.0,1.551855
30,2,2014,0,0,0,0,0.0,0.9707
30,2,2015,0,0,0,0,0.0,0.350013
31,2,2007,0,0,0,0,0.0,1.881584
31,2,2008,0,0,0,0,0.0,2.002012
31,2,2009,0,0,0,0,0.0,2.850084
31,2,2010,0,0,0,0,0.0,3.616608
31,2,2011,0,0,0,0,0.0,1.383763
31,2,2012,0,0,0,0,0.0,-0.039328
31,2,2013,0,0,0,0,0.0,2.115754
31,2,2014,0,0,0,0,0.0,1.564436
31,2,2015,0,0,0,0,0.0,0.634845
32,2,2005,0,0,0,0,0.0,1.780593
32,2,2006,0,0,0,0,0.0,2.337688
32,2,2007,0,0,0,0,0.0,1.295084
32,2,2008,0,0,0,0,0.0,2.608567
32,2,2009,0,0,0,0,0.0,1.811767
32,2,2010,0,0,0,0,0.0,2.345638
32,2,2011,0,0,0,0,0.0,0.624534
33,2,2007,0,0,0,0,0.0,2.136977
33,2,2008,0,0,0,0,0.0,3.281893
33,2,2009,0,0,0,0,0.0,3.236763
33,2,2010,0,0,0,0,0.0,1.265474
33,2,2011,0,0,0,0,0.0,0.27833
33,2,2012,0,0,0,0,0.0,1.50842
33,2,2013,0,0,0,0,0.0,0.668064
33,2,2014,0,0,0,0,0.0,3.237723
33,2,2015,0,0,0,0,0.0,1.832833
33,2,2016,0,0,0,0,0.0,0.813585
34,2,2007,0,0,0,0,0.0,1.038245
34,2,2008,0,0,0,0,0.0,1.640582
34,2,2009,0,0,0,0,0.0,1.109166
34,2,2010,0,0,0,0,0.0,-0.835387
34,2,2011,0,0,0,0,0.0,0.158116
34,2,2012,0,0,0,0,0.0,-0.527153
34,2,2013,0,0,0,0,0.0,2.804007
34,2,2014,0,0,0,0,0.0,1.615781
34,2,2015,0,0,0,0,0.0,1.773388
34,2,2016,0,0,0,0,0.0,0.66445
34,2,2017,0,0,0,0,0.0,1.751106
34,2,2018,0,0,0,0,0.0,0.659576
35,2,2005,0,0,0,0,0.0,1.708362
35,2,2006,0,0,0,0,0.0,0.509182
35,2,2007,0,0,0,0,0.0,0.515098
35,2,2008,0,0,0,0,0.0,2.453699
35,2,2009,0,0,0,0,0.0,0.941999
35,2,2010,0,0,0,0,0.0,2.067525
35,2,2011,0,0,0,0,0.0,2.448743
35,2,2012,0,0,0,0,0.0,0.657458
35,2,2013,0,0,0,0,0.0,1.576739
35,2,2014,0,0,0,0,0.0,2.872322
35,2,2015,0,0,0,0,0.0,3.687937
35,2,2016,0,0,0,0,0.0,2.117075
35,2,2017,0,0,0,0,0.0,2.304094
35,2,2018,0,0,0,0,0.0,0.643158
35,2,2019,0,0,0,0,0.0,1.975541
36,2,2007,0,0,0,0,0.0,1.189992
36,2,2008,0,0,0,0,0.0,1.510512
36,2,2009,0,0,0,0,0.0,0.284065
36,2,2010,0,0,0,0,0.0,3.864847
36,2,2011,0,0,0,0,0.0,0.503709
36,2,2012,0,0,0,0,0.0,1.402364
36,2,2013,0,0,0,0,0.0,1.644136
36,2,2014,0,0,0,0,0.0,2.106912
36,2,2015,0,0,0,0,0.0,3.087205
36,2,2016,0,0,0,0,0.0,2.61455
36,2,2017,0,0,0,0,0.0,1.51039
36,2,2018,0,0,0,0,0.0,1.712575
36,2,2019,0,0,0,0,0.0,2.281714
37,2,2006,0,0,0,0,0.0,2.946407
37,2,2007,0,0,0,0,0.0,-0.698708
37,2,2008,0,0,0,0,0.0,1.983947
37,2,2009,0,0,0,0,0.0,1.297911
37,2,2010,0,0,0,0,0.0,0.63866
37,2,2011,0,0,0,0,0.0,-0.027057
37,2,2012,0,0,0,0,0.0,1.727446
37,2,2013,0,0,0,0,0.0,2.845328
37,2,2014,0,0,0,0,0.0,1.294186
37,2,2015,0,0,0,0,0.0,1.788446
37,2,2016,0,0,0,0,0.0,0.266234
37,2,2017,0,0,0,0,0.0,0.091858
37,2,2018,0,0,0,0,0.0,1.034446
38,2,2005,0,0,0,0,0.0,-1.45775
38,2,2006,0,0,0,0,0.0,1.274014
38,2,2007,0,0,0,0,0.0,1.305039
38,2,2008,0,0,0,0,0.0,1.187421
38,2,2009,0,0,0,0,0.0,-0.136455
38,2,2010,0,0,0,0,0.0,0.099459
38,2,2011,0,0,0,0,0.0,1.093888
38,2,2012,0,0,0,0,0.0,0.299295
38,2,2013,0,0,0,0,0.0,-0.814763
38,2,2014,0,0,0,0,0.0,0.865579
38,2,2015,0,0,0,0,0.0,1.510429
38,2,2016,0,0,0,0,0.0,-0.131806
38,2,2017,0,0,0,0,0.0,1.173141
38,2,2018,0,0,0,0,0.0,0.594145
38,2,2019,0,0,0,0,0.0,0.271134
38,2,2020,0,0,0,0,0.0,-1.024862
38,2,2021,0,0,0,0,0.0,1.721736
38,2,2022,0,0,0,0,0.0,1.408923
38,2,2023,0,0,0,0,0.0,1.128554
39,2,2005,0,0,0,0,0.0,3.778329
39,2,2006,0,0,0,0,0.0,2.998261
39,2,2007,0,0,0,0,0.0,2.402756
39,2,2008,0,0,0,0,0.0,2.758128
39,2,2009,0,0,0,0,0.0,3.886407
39,2,2010,0,0,0,0,0.0,2.675397
39,2,2011,0,0,0,0,0.0,3.014155
39,2,2012,0,0,0,0,0.0,1.723831
39,2,2013,0,0,0,0,0.0,2.471196
39,2,2014,0,0,0,0,0.0,3.509592
39,2,2015,0,0,0,0,0.0,2.88634
39,2,2016,0,0,0,0,0.0,4.468745
39,2,2017,0,0,0,0,0.0,2.681536
39,2,2018,0,0,0,0,0.0,3.092086
39,2,2019,0,0,0,0,0.0,3.91943
40,2,2007,0,0,0,0,0.0,-2.335633
40,2,2008,0,0,0,0,0.0,0.163941
40,2,2009,0,0,0,0,0.0,-0.905547
40,2,2010,0,0,0,0,0.0,0.813938
40,2,2011,0,0,0,0,0.0,-0.62415
40,2,2012,0,0,0,0,0.0,1.440587
40,2,2013,0,0,0,0,0.0,0.026863
40,2,2014,0,0,0,0,0.0,-0.395421
40,2,2015,0,0,0,0,0.0,-0.020541
41,2,2006,0,0,0,0,0.0,1.454374
41,2,2007,0,0,0,0,0.0,0.292988
41,2,2008,0,0,0,0,0.0,1.819894
41,2,2009,0,0,0,0,0.0,2.539676
41,2,2010,0,0,0,0,0.0,-0.413366
41,2,2011,0,0,0,0,0.0,1.26099
41,2,2012,0,0,0,0,0.0,0.005172
42,2,2007,0,0,0,0,0.0,0.903054
42,2,2008,0,0,0,0,0.0,2.119977
42,2,2009,0,0,0,0,0.0,1.360831
42,2,2010,0,0,0,0,0.0,0.961831
42,2,2011,0,0,0,0,0.0,1.468127
42,2,2012,0,0,0,0,0.0,2.100129
42,2,2013,0,0,0,0,0.0,0.551939
42,2,2014,0,0,0,0,0.0,1.985805
42,2,2015,0,0,0,0,0.0,2.844677
42,2,2016,0,0,0,0,0.0,3.612334
42,2,2017,0,0,0,0,0.0,1.013229
42,2,2018,0,0,0,0,0.0,1.526536
42,2,2019,0,0,0,0,0.0,2.257249
42,2,2020,0,0,0,0,0.0,2.943105
42,2,2021,0,0,0,0,0.0,1.866581
42,2,2022,0,0,0,0,0.0,3.375376
42,2,2023,0,0,0,0,0.0,0.134328
43,2,2005,0,0,0,0,0.0,0.383906
43,2,2006,0,0,0,0,0.0,0.475291
43,2,2007,0,0,0,0,0.0,-2.178246
43,2,2008,0,0,0,0,0.0,1.06832
43,2,2009,0,0,0,0,0.0,0.29265
43,2,2010,0,0,0,0,0.0,-0.467566
43,2,2011,0,0,0,0,0.0,-1.797954
43,2,2012,0,0,0,0,0.0,0.327049
43,2,2013,0,0,0,0,0.0,-0.421921
43,2,2014,0,0,0,0,0.0,-1.18058
43,2,2015,0,0,0,0,0.0,-2.410964
43,2,2016,0,0,0,0,0.0,-0.083608
43,2,2017,0,0,0,0,0.0,2.05555
43,2,2018,0,0,0,0,0.0,1.730787
43,2,2019,0,0,0,0,0.0,-0.268131
43,2,2020,0,0,0,0,0.0,-0.613137
44,2,2005,0,0,0,0,0.0,2.110867
44,2,2006,0,0,0,0,0.0,2.178032
44,2,2007,0,0,0,0,0.0,0.335941
44,2,2008,0,0,0,0,0.0,1.574819
44,2,2009,0,0,0,0,0.0,2.517398
44,2,2010,0,0,0,0,0.0,1.49948
44,2,2011,0,0,0,0,0.0,0.67859
44,2,2012,0,0,0,0,0.0,0.612741
44,2,2013,0,0,0,0,0.0,1.529072
44,2,2014,0,0,0,0,0.0,3.279564
45,2,2006,0,0,0,0,0.0,1.047655
45,2,2007,0,0,0,0,0.0,-1.630423
45,2,2008,0,0,0,0,0.0,2.256141
45,2,2009,0,0,0,0,0.0,2.238648
45,2,2010,0,0,0,0,0.0,-0.002416
45,2,2011,0,0,0,0,0.0,0.373183
45,2,2012,0,0,0,0,0.0,0.30372
45,2,2013,0,0,0,0,0.0,1.189339
45,2,2014,0,0,0,0,0.0,2.4065
45,2,2015,0,0,0,0,0.0,2.34836
45,2,2016,0,0,0,0,0.0,0.294263
45,2,2017,0,0,0,0,0.0,1.553032
45,2,2018,0,0,0,0,0.0,2.051155
45,2,2019,0,0,0,0,0.0,1.324581
45,2,2020,0,0,0,0,0.0,0.711646
46,2,2005,0,0,0,0,0.0,1.031338
46,2,2006,0,0,0,0,0.0,0.764063
46,2,2007,0,0,0,0,0.0,0.216074
46,2,2008,0,0,0,0,0.0,1.837155
46,2,2009,0,0,0,0,0.0,3.768924
46,2,2010,0,0,0,0,0.0,1.961713
46,2,2011,0,0,0,0,0.0,0.905619
46,2,2012,0,0,0,0,0.0,1.887234
46,2,2013,0,0,0,0,0.0,1.845276
46,2,2014,0,0,0,0,0.0,1.196711
46,2,2015,0,0,0,0,0.0,0.764018
46,2,2016,0,0,0,0,0.0,3.081798
46,2,2017,0,0,0,0,0.0,2.192465
46,2,2018,0,0,0,0,0.0,3.942614
47,2,2006,0,0,0,0,0.0,2.291432
47,2,2007,0,0,0,0,0.0,2.934154
47,2,2008,0,0,0,0,0.0,3.343079
47,2,2009,0,0,0,0,0.0,1.749907
47,2,2010,0,0,0,0,0.0,1.991289
47,2,2011,0,0,0,0,0.0,1.848723
47,2,2012,0,0,0,0,0.0,1.883941
47,2,2013,0,0,0,0,0.0,3.423713
47,2,2014,0,0,0,0,0.0,1.340386
47,2,2015,0,0,0,0,0.0,3.65802
47,2,2016,0,0,0,0,0.0,1.835327
48,2,2007,0,0,0,0,0.0,-1.06608
48,2,2008,0,0,0,0,0.0,2.185478
