year,business_id,personal_id,education_level,age,tenure,firm_entry_year,firm_exit_year,first_year_treatment,treatment,base_income
2012,100,10,medium,51,7,2010,2019,2018,0,50047.91363348492
2013,100,10,medium,52,8,2010,2019,2018,0,50841.924918269055
2014,100,10,medium,53,9,2010,2019,2018,0,51893.88980862487
2015,100,10,medium,54,10,2010,2019,2018,0,52744.79419982226
2016,100,10,medium,55,11,2010,2019,2018,0,53868.45797460169
2017,100,10,medium,56,12,2010,2019,2018,0,54784.3898692002
2018,100,10,medium,57,13,2010,2019,2018,1,62376.47195052337
2019,100,10,medium,58,14,2010,2019,2018,1,63287.7846762119
2010,100,11,low,43,8,2010,2019,2018,0,42922.36803648736
2011,100,11,low,44,9,2010,2019,2018,0,43768.396210460574
2012,100,11,low,45,10,2010,2019,2018,0,44771.74165756867
2013,100,11,low,46,11,2010,2019,2018,0,45617.337651091446
2014,100,11,low,47,12,2010,2019,2018,0,46578.05323405553
2015,100,11,low,48,13,2010,2019,2018,0,47551.6093521647
2016,100,11,low,49,14,2010,2019,2018,0,48243.57784896645
2017,100,11,low,50,15,2010,2019,2018,0,49349.52112224774
2018,100,11,low,51,16,2010,2019,2018,1,57077.13475856798
2019,100,11,low,52,17,2010,2019,2018,1,58264.84828491488
2010,100,12,medium,38,8,2010,2019,2018,0,45362.09759662494
2011,100,12,medium,39,9,2010,2019,2018,0,46088.691966411374
2012,100,12,medium,40,10,2010,2019,2018,0,46903.641655547
2013,100,12,medium,41,11,2010,2019,2018,0,47784.51340203254
2014,100,12,medium,42,12,2010,2019,2018,0,48887.36285020745
2015,100,12,medium,43,13,2010,2019,2018,0,49696.95972334695
2016,100,12,medium,44,14,2010,2019,2018,0,50692.686688575195
2017,100,12,medium,45,15,2010,2019,2018,0,51720.422896929565
2018,100,12,medium,46,16,2010,2019,2018,1,59322.961706128386
2019,100,12,medium,47,17,2010,2019,2018,1,60176.98617562419
2010,100,13,low,43,6,2010,2019,2018,0,42469.256023453265
2011,100,13,low,44,7,2010,2019,2018,0,43464.47596114523
2012,100,13,low,45,8,2010,2019,2018,0,44155.95397102142
2013,100,13,low,46,9,2010,2019,2018,0,45153.46247387592
2014,100,13,low,47,10,2010,2019,2018,0,46187.0043661171
2015,100,13,low,48,11,2010,2019,2018,0,46786.71221615096
2016,100,13,low,49,12,2010,2019,2018,0,47873.53179614391
2017,100,13,low,50,13,2010,2019,2018,0,48695.98969064012
2018,100,13,low,51,14,2010,2019,2018,1,56662.41565909713
2019,100,13,low,52,15,2010,2019,2018,1,57620.97842905837
2010,100,14,medium,27,6,2010,2019,2018,0,40872.08085078881
2011,100,14,medium,28,7,2010,2019,2018,0,41648.97775978882
2012,100,14,medium,29,8,2010,2019,2018,0,42599.87538617665
2013,100,14,medium,30,9,2010,2019,2018,0,43692.65929803245
2014,100,14,medium,31,10,2010,2019,2018,0,44482.89328939241
2015,100,14,medium,32,11,2010,2019,2018,0,45434.03191275849
2016,100,14,medium,33,12,2010,2019,2018,0,46275.02953101831
2017,100,14,medium,34,13,2010,2019,2018,0,47230.91160682419
2018,100,14,medium,35,14,2010,2019,2018,1,55010.38539100627
2019,100,14,medium,36,15,2010,2019,2018,1,55873.248835323255
2010,100,15,medium,34,4,2010,2019,2018,0,42876.3697715848
2011,100,15,medium,35,5,2010,2019,2018,0,43812.73740104456
2012,100,15,medium,36,6,2010,2019,2018,0,44508.571868920335
2013,100,15,medium,37,7,2010,2019,2018,0,45442.405518857624
2014,100,15,medium,38,8,2010,2019,2018,0,46383.67735717691
2015,100,15,medium,39,9,2010,2019,2018,0,47461.982460498264
2016,100,15,medium,40,10,2010,2019,2018,0,48256.31354551682
2017,100,15,medium,41,11,2010,2019,2018,0,48967.59131701341
2018,100,15,medium,42,12,2010,2019,2018,1,56990.70172084105
2019,100,15,medium,43,13,2010,2019,2018,1,57875.412124424955
2010,100,16,medium,43,8,2010,2019,2018,0,46832.673044399606
2011,100,16,medium,44,9,2010,2019,2018,0,47839.520808310524
2012,100,16,medium,45,10,2010,2019,2018,0,48720.99625603936
2013,100,16,medium,46,11,2010,2019,2018,0,49613.836747638285
2014,100,16,medium,47,12,2010,2019,2018,0,50509.26186326182
2015,100,16,medium,48,13,2010,2019,2018,0,51597.13935483488
2016,100,16,medium,49,14,2010,2019,2018,0,52313.62968838995
2017,100,16,medium,50,15,2010,2019,2018,0,53254.96710563003
2018,100,16,medium,51,16,2010,2019,2018,1,61144.123528772325
2019,100,16,medium,52,17,2010,2019,2018,1,61999.49831496327
2010,100,17,high,33,6,2010,2019,2018,0,47957.95047323677
2011,100,17,high,34,7,2010,2019,2018,0,48856.53505960978
2012,100,17,high,35,8,2010,2019,2018,0,49757.97565268992
2013,100,17,high,36,9,2010,2019,2018,0,50564.07668579036
2014,100,17,high,37,10,2010,2019,2018,0,51529.38754927474
2015,100,17,high,38,11,2010,2019,2018,0,52526.032187534984
2016,100,17,high,39,12,2010,2019,2018,0,53332.018336862
2017,100,17,high,40,13,2010,2019,2018,0,54266.17819126013
2018,100,17,high,41,14,2010,2019,2018,1,62166.703700072634
2019,100,17,high,42,15,2010,2019,2018,1,63091.73951307339
2010,100,18,medium,52,5,2010,2019,2018,0,49405.86509150138
2011,100,18,medium,53,6,2010,2019,2018,0,50232.58493902508
2012,100,18,medium,54,7,2010,2019,2018,0,51058.86646969079
2013,100,18,medium,55,8,2010,2019,2018,0,51928.12846713251
2014,100,18,medium,56,9,2010,2019,2018,0,53051.76864127364
2015,100,18,medium,57,10,2010,2019,2018,0,53927.025044797105
2016,100,18,medium,58,11,2010,2019,2018,0,54814.936468433756
2017,100,18,medium,59,12,2010,2019,2018,0,55731.12035278627
2018,100,18,medium,60,13,2010,2019,2018,1,63533.84440163741
2019,100,18,medium,61,14,2010,2019,2018,1,64387.512358223445
2010,100,19,medium,44,7,2010,2019,2018,0,46951.959259020194
2011,100,19,medium,45,8,2010,2019,2018,0,47841.06500034145
2012,100,19,medium,46,9,2010,2019,2018,0,48971.21586885503
2013,100,19,medium,47,10,2010,2019,2018,0,49700.685514424586
2014,100,19,medium,48,11,2010,2019,2018,0,50755.48590692109
2015,100,19,medium,49,12,2010,2019,2018,0,51531.31141696194
2016,100,19,medium,50,13,2010,2019,2018,0,52382.37587917576
2017,100,19,medium,51,14,2010,2019,2018,0,53240.563520244985
2018,100,19,medium,52,15,2010,2019,2018,1,61191.18456430123
2019,100,19,medium,53,16,2010,2019,2018,1,62291.82387829063
2010,100,20,low,37,5,2010,2019,2018,0,39991.57899202202
2011,100,20,low,38,6,2010,2019,2018,0,41211.67468214797
2012,100,20,low,39,7,2010,2019,2018,0,41815.939257253034
2013,100,20,low,40,8,2010,2019,2018,0,42874.99499706512
2014,100,20,low,41,9,2010,2019,2018,0,43685.4748705745
2015,100,20,low,42,10,2010,2019,2018,0,44567.94404174738
2016,100,20,low,43,11,2010,2019,2018,0,45372.85792228748
2017,100,20,low,44,12,2010,2019,2018,0,46390.160701724875
2018,100,20,low,45,13,2010,2019,2018,1,54184.1714003634
2019,100,20,low,46,14,2010,2019,2018,1,55031.842290023254
2011,101,21,medium,32,8,2011,2015,2012,0,43411.959867821744
2012,101,21,medium,33,9,2011,2015,2012,1,51236.45768931643
2013,101,21,medium,34,10,2011,2015,2012,1,52368.434851612496
2014,101,21,medium,35,11,2011,2015,2012,1,53200.00217150928
2015,101,21,medium,36,12,2011,2015,2012,1,54169.74321813368
2011,101,22,low,39,7,2011,2015,2012,0,41531.91170954921
2012,101,22,low,40,8,2011,2015,2012,1,49513.61377401313
2013,101,22,low,41,9,2011,2015,2012,1,50137.93290403189
2014,101,22,low,42,10,2011,2015,2012,1,51271.81976193133
2015,101,22,low,43,11,2011,2015,2012,1,52209.849834802466
2011,101,23,low,34,5,2011,2015,2012,0,39365.404807770174
2012,101,23,low,35,6,2011,2015,2012,1,47245.76315894583
2013,101,23,low,36,7,2011,2015,2012,1,48156.65925717517
2014,101,23,low,37,8,2011,2015,2012,1,48778.67573658366
2015,101,23,low,38,9,2011,2015,2012,1,49975.6221836082
2011,101,24,high,52,6,2011,2015,2012,0,54948.343989193
2012,101,24,high,53,7,2011,2015,2012,1,62933.802540262885
2013,101,24,high,54,8,2011,2015,2012,1,63736.873805927695
2014,101,24,high,55,9,2011,2015,2012,1,64586.92629332867
2015,101,24,high,56,10,2011,2015,2012,1,65610.4941922231
2011,101,25,medium,53,6,2011,2015,2012,0,50014.26657754005
2012,101,25,medium,54,7,2011,2015,2012,1,58098.505146937285
2013,101,25,medium,55,8,2011,2015,2012,1,58973.41900199413
2014,101,25,medium,56,9,2011,2015,2012,1,59946.547820016865
2015,101,25,medium,57,10,2011,2015,2012,1,60630.13071877709
2011,101,26,high,48,6,2011,2015,2012,0,53631.963566224375
2012,101,26,high,49,7,2011,2015,2012,1,61375.019010031574
2013,101,26,high,50,8,2011,2015,2012,1,62331.87966911589
2014,101,26,high,51,9,2011,2015,2012,1,63222.30912250599
2015,101,26,high,52,10,2011,2015,2012,1,64226.24898948769
2011,101,27,medium,50,8,2011,2015,2012,0,49513.804986512594
2012,101,27,medium,51,9,2011,2015,2012,1,57611.232116546984
2013,101,27,medium,52,10,2011,2015,2012,1,58614.617826070484
2014,101,27,medium,53,11,2011,2015,2012,1,59390.20135532793
2015,101,27,medium,54,12,2011,2015,2012,1,60204.87306068617
2011,101,28,medium,53,7,2011,2015,2012,0,50439.61098843442
2012,101,28,medium,54,8,2011,2015,2012,1,58360.70579981936
2013,101,28,medium,55,9,2011,2015,2012,1,59227.894997047704
2014,101,28,medium,56,10,2011,2015,2012,1,60184.71888829326
2015,101,28,medium,57,11,2011,2015,2012,1,61250.8247403185
2011,101,29,medium,44,6,2011,2015,2012,0,47040.26352344625
2012,101,29,medium,45,7,2011,2015,2012,1,54951.2326025721
2013,101,29,medium,46,8,2011,2015,2012,1,55945.97805840503
2014,101,29,medium,47,9,2011,2015,2012,1,56782.51796360361
2015,101,29,medium,48,10,2011,2015,2012,1,57567.08148666551
2011,101,30,medium,40,6,2011,2015,2012,0,45693.881156222094
2012,101,30,medium,41,7,2011,2015,2012,1,53590.11085676031
2013,101,30,medium,42,8,2011,2015,2012,1,54597.567834543814
2014,101,30,medium,43,9,2011,2015,2012,1,55302.78476017973
2015,101,30,medium,44,10,2011,2015,2012,1,56398.23194827554
2011,101,31,medium,45,5,2011,2015,2012,0,47190.21691879001
2012,101,31,medium,46,6,2011,2015,2012,1,54989.2058329085
2013,101,31,medium,47,7,2011,2015,2012,1,55869.12216879231
2014,101,31,medium,48,8,2011,2015,2012,1,57093.43885279085
2015,101,31,medium,49,9,2011,2015,2012,1,57784.008397716454
2011,101,32,low,39,5,2011,2015,2012,0,41193.65041167305
2012,101,32,low,40,6,2011,2015,2012,1,48829.188060539185
2013,101,32,low,41,7,2011,2015,2012,1,50163.76948879639
2014,101,32,low,42,8,2011,2015,2012,1,50889.32446283671
2015,101,32,low,43,9,2011,2015,2012,1,51674.455978584476
2011,101,33,medium,49,7,2011,2015,2012,0,49069.38341421445
2012,101,33,medium,50,8,2011,2015,2012,1,57073.4598128303
2013,101,33,medium,51,9,2011,2015,2012,1,57967.7181686725
2014,101,33,medium,52,10,2011,2015,2012,1,58818.25292803974
2015,101,33,medium,53,11,2011,2015,2012,1,59701.08787582022
2011,101,34,low,31,7,2011,2015,2012,0,38856.10670840259
2012,101,34,low,32,8,2011,2015,2012,1,46525.829644691985
2013,101,34,low,33,9,2011,2015,2012,1,47562.872528738575
2014,101,34,low,34,10,2011,2015,2012,1,48335.313614170715
2015,101,34,low,35,11,2011,2015,2012,1,49460.45923447025
2011,101,35,low,46,9,2011,2015,2012,0,44482.418602896665
2012,101,35,low,47,10,2011,2015,2012,1,52292.842192132084
2013,101,35,low,48,11,2011,2015,2012,1,53270.621347598106
2014,101,35,low,49,12,2011,2015,2012,1,54264.93562014658
2015,101,35,low,50,13,2011,2015,2012,1,55129.47716174442
2011,101,36,medium,29,5,2011,2015,2012,0,41482.68434409672
2012,101,36,medium,30,6,2011,2015,2012,1,49329.51313982694
2013,101,36,medium,31,7,2011,2015,2012,1,50407.39327870305
2014,101,36,medium,32,8,2011,2015,2012,1,51241.92318932495
2015,101,36,medium,33,9,2011,2015,2012,1,52174.19192901359
2011,101,37,low,33,9,2011,2015,2012,0,39984.03148125117
2012,101,37,low,34,10,2011,2015,2012,1,47943.00656871753
2013,101,37,low,35,11,2011,2015,2012,1,48884.69465017699
2014,101,37,low,36,12,2011,2015,2012,1,49714.650920095846
2015,101,37,low,37,13,2011,2015,2012,1,50567.95374502404
2011,101,38,high,42,8,2011,2015,2012,0,51902.47635380958
2012,101,38,high,43,9,2011,2015,2012,1,59766.076303274036
2013,101,38,high,44,10,2011,2015,2012,1,60535.74466463669
2014,101,38,high,45,11,2011,2015,2012,1,61709.19461712896
2015,101,38,high,46,12,2011,2015,2012,1,62590.34388624878
2011,101,39,high,34,9,2011,2015,2012,0,49548.83339935806
2012,101,39,high,35,10,2011,2015,2012,1,57478.04993064776
2013,101,39,high,36,11,2011,2015,2012,1,58032.397986774726
2014,101,39,high,37,12,2011,2015,2012,1,59016.460007962116
2015,101,39,high,38,13,2011,2015,2012,1,60201.15395968701
2011,101,40,high,26,6,2011,2015,2012,0,45795.944938441775
2012,101,40,high,27,7,2011,2015,2012,1,53724.42109025468
2013,101,40,high,28,8,2011,2015,2012,1,54447.88700483054
2014,101,40,high,29,9,2011,2015,2012,1,55515.02886315768
2015,101,40,high,30,10,2011,2015,2012,1,56593.19403747591
2009,102,41,medium,47,7,2009,2015,2013,0,47928.66258101035
2010,102,41,medium,48,8,2009,2015,2013,0,48639.00153784815
2011,102,41,medium,49,9,2009,2015,2013,0,49560.36836334316
2012,102,41,medium,50,10,2009,2015,2013,0,50386.909970750574
2013,102,41,medium,51,11,2009,2015,2013,1,58314.88368597503
2014,102,41,medium,52,12,2009,2015,2013,1,59108.978807121355
2015,102,41,medium,53,13,2009,2015,2013,1,60191.518032534026
2009,102,42,low,43,5,2009,2015,2013,0,42051.011067993044
2010,102,42,low,44,6,2009,2015,2013,0,42835.54319240937
2011,102,42,low,45,7,2009,2015,2013,0,43836.62389899657
2012,102,42,low,46,8,2009,2015,2013,0,44707.3249400926
2013,102,42,low,47,9,2009,2015,2013,1,52445.319191042734
2014,102,42,low,48,10,2009,2015,2013,1,53324.04933385936
2015,102,42,low,49,11,2009,2015,2013,1,54227.881544314856
2009,102,43,high,48,6,2009,2015,2013,0,52728.293805155794
2010,102,43,high,49,7,2009,2015,2013,0,53803.23302327956
2011,102,43,high,50,8,2009,2015,2013,0,54409.55356034229
2012,102,43,high,51,9,2009,2015,2013,0,55659.14155092864
2013,102,43,high,52,10,2009,2015,2013,1,63507.18809357189
2014,102,43,high,53,11,2009,2015,2013,1,64447.143986649484
2015,102,43,high,54,12,2009,2015,2013,1,65405.70162829482
2009,102,44,medium,37,4,2009,2015,2013,0,43569.879458833886
2010,102,44,medium,38,5,2009,2015,2013,0,44613.157173765474
2011,102,44,medium,39,6,2009,2015,2013,0,45412.194581095224
2012,102,44,medium,40,7,2009,2015,2013,0,46174.2873153184
2013,102,44,medium,41,8,2009,2015,2013,1,54126.22889578541
2014,102,44,medium,42,9,2009,2015,2013,1,54823.87089732499
2015,102,44,medium,43,10,2009,2015,2013,1,55859.78095595278
2009,102,45,high,34,7,2009,2015,2013,0,48211.90035940666
2010,102,45,high,35,8,2009,2015,2013,0,49204.62736095577
2011,102,45,high,36,9,2009,2015,2013,0,49974.96389714582
2012,102,45,high,37,10,2009,2015,2013,0,50825.37359860656
2013,102,45,high,38,11,2009,2015,2013,1,58661.24680969919
2014,102,45,high,39,12,2009,2015,2013,1,59690.35824814067
2015,102,45,high,40,13,2009,2015,2013,1,60845.08518023679
2009,102,46,high,44,6,2009,2015,2013,0,51527.11070348971
2010,102,46,high,45,7,2009,2015,2013,0,52493.957941235516
2011,102,46,high,46,8,2009,2015,2013,0,53209.994576733574
2012,102,46,high,47,9,2009,2015,2013,0,54042.65502398978
2013,102,46,high,48,10,2009,2015,2013,1,61977.89225359119
2014,102,46,high,49,11,2009,2015,2013,1,62990.28688908424
2015,102,46,high,50,12,2009,2015,2013,1,63700.58711565207
2009,102,47,high,26,6,2009,2015,2013,0,45099.340958359026
2010,102,47,high,27,7,2009,2015,2013,0,46041.36393140287
2011,102,47,high,28,8,2009,2015,2013,0,46867.90746939367
2012,102,47,high,29,9,2009,2015,2013,0,47687.63169826752
2013,102,47,high,30,10,2009,2015,2013,1,55828.96536982097
2014,102,47,high,31,11,2009,2015,2013,1,56704.587144488454
2015,102,47,high,32,12,2009,2015,2013,1,57677.902986763016
2009,102,48,low,32,4,2009,2015,2013,0,37688.957425074754
2010,102,48,low,33,5,2009,2015,2013,0,38775.99227430475
2011,102,48,low,34,6,2009,2015,2013,0,39752.93041944869
2012,102,48,low,35,7,2009,2015,2013,0,40526.22147322368
2013,102,48,low,36,8,2009,2015,2013,1,48339.00637055533
2014,102,48,low,37,9,2009,2015,2013,1,49314.508064950925
2015,102,48,low,38,10,2009,2015,2013,1,50134.221261070445
2009,102,49,medium,50,7,2009,2015,2013,0,48767.57164423213
2010,102,49,medium,51,8,2009,2015,2013,0,49818.326038950334
2011,102,49,medium,52,9,2009,2015,2013,0,50636.09496802128
2012,102,49,medium,53,10,2009,2015,2013,0,51670.509565345004
2013,102,49,medium,54,11,2009,2015,2013,1,59405.75770107564
2014,102,49,medium,55,12,2009,2015,2013,1,60315.882541933
2015,102,49,medium,56,13,2009,2015,2013,1,61193.348900476856
2009,102,50,high,37,6,2009,2015,2013,0,48937.98165613128
2010,102,50,high,38,7,2009,2015,2013,0,50031.442489861656
2011,102,50,high,39,8,2009,2015,2013,0,51068.571166461414
2012,102,50,high,40,9,2009,2015,2013,0,51711.77727614339
2013,102,50,high,41,10,2009,2015,2013,1,59581.9504056325
2014,102,50,high,42,11,2009,2015,2013,1,60475.46765162929
2015,102,50,high,43,12,2009,2015,2013,1,61382.02667723996
2009,102,51,medium,32,6,2009,2015,2013,0,42464.97836862408
2010,102,51,medium,33,7,2009,2015,2013,0,43128.15194802401
2011,102,51,medium,34,8,2009,2015,2013,0,44041.47331991105
2012,102,51,medium,35,9,2009,2015,2013,0,44875.964574784906
2013,102,51,medium,36,10,2009,2015,2013,1,52929.36487738631
2014,102,51,medium,37,11,2009,2015,2013,1,53793.2770437849
2015,102,51,medium,38,12,2009,2015,2013,1,54586.28212241975
2009,102,52,low,27,3,2009,2015,2013,0,35710.717040268195
2010,102,52,low,28,4,2009,2015,2013,0,36853.293337053554
2011,102,52,low,29,5,2009,2015,2013,0,37603.27077562688
2012,102,52,low,30,6,2009,2015,2013,0,38510.16853954473
2013,102,52,low,31,7,2009,2015,2013,1,46410.56538250261
2014,102,52,low,32,8,2009,2015,2013,1,47439.46253882112
2015,102,52,low,33,9,2009,2015,2013,1,48095.47856376793
2009,102,53,medium,50,6,2009,2015,2013,0,48560.360447982355
2010,102,53,medium,51,7,2009,2015,2013,0,49483.103479333746
2011,102,53,medium,52,8,2009,2015,2013,0,50227.882417471024
2012,102,53,medium,53,9,2009,2015,2013,0,51208.385848341866
2013,102,53,medium,54,10,2009,2015,2013,1,59304.667482728095
2014,102,53,medium,55,11,2009,2015,2013,1,60176.02134963301
2015,102,53,medium,56,12,2009,2015,2013,1,61093.7066875102
2009,102,54,high,27,3,2009,2015,2013,0,44741.09097774686
2010,102,54,high,28,4,2009,2015,2013,0,45653.43047598812
2011,102,54,high,29,5,2009,2015,2013,0,46421.1934504962
2012,102,54,high,30,6,2009,2015,2013,0,47593.19345423163
2013,102,54,high,31,7,2009,2015,2013,1,55509.66522687661
2014,102,54,high,32,8,2009,2015,2013,1,56408.39209665356
2015,102,54,high,33,9,2009,2015,2013,1,57360.40912534772
2009,102,55,medium,51,7,2009,2015,2013,0,49242.21085934899
2010,102,55,medium,52,8,2009,2015,2013,0,50255.68818365467
2011,102,55,medium,53,9,2009,2015,2013,0,50979.95253908421
2012,102,55,medium,54,10,2009,2015,2013,0,51723.298963499445
2013,102,55,medium,55,11,2009,2015,2013,1,59886.072467724014
2014,102,55,medium,56,12,2009,2015,2013,1,60519.61108739913
2015,102,55,medium,57,13,2009,2015,2013,1,61617.02020494934
2009,102,56,medium,31,7,2009,2015,2013,0,42295.532380212426
2010,102,56,medium,32,8,2009,2015,2013,0,43132.42587960352
2011,102,56,medium,33,9,2009,2015,2013,0,44227.824307058225
2012,102,56,medium,34,10,2009,2015,2013,0,44703.407100585304
2013,102,56,medium,35,11,2009,2015,2013,1,52791.71393274641
2014,102,56,medium,36,12,2009,2015,2013,1,53701.745546525264
2015,102,56,medium,37,13,2009,2015,2013,1,54465.58971838176
2009,102,57,low,25,7,2009,2015,2013,0,35984.62672092757
2010,102,57,low,26,8,2009,2015,2013,0,36915.48713891734
2011,102,57,low,27,9,2009,2015,2013,0,37790.03527059507
2012,102,57,low,28,10,2009,2015,2013,0,38789.20053498361
2013,102,57,low,29,11,2009,2015,2013,1,46639.703509984785
2014,102,57,low,30,12,2009,2015,2013,1,47631.790838409564
2015,102,57,low,31,13,2009,2015,2013,1,48564.943046620305
2009,102,58,medium,32,5,2009,2015,2013,0,42108.17789597189
2010,102,58,medium,33,6,2009,2015,2013,0,42908.98737548153
2011,102,58,medium,34,7,2009,2015,2013,0,43878.44756294645
2012,102,58,medium,35,8,2009,2015,2013,0,44853.512891617676
2013,102,58,medium,36,9,2009,2015,2013,1,52694.55645812775
2014,102,58,medium,37,10,2009,2015,2013,1,53735.897769444346
2015,102,58,medium,38,11,2009,2015,2013,1,54548.21789867667
2009,102,59,high,37,7,2009,2015,2013,0,49471.84070726485
